Age,Gender,SkinType,HairType,Budget,Concern,Rating,RecommendedService
22,Female,Sensitive,Straight,5000,Pigmentation,3.5,De-Tan Treatment
23,Female,Combination,Coily,10000,Frizz,5.0,Keratin Therapy
29,Female,Combination,Straight,3000,Dullness,3.0,Vitamin C Glow Facial
54,Female,Dry,Straight,10000,Dandruff,4.0,Anti-Dandruff Spa
38,Non-binary,Oily,Coily,2000,Dandruff,4.0,Chemical Peel Treatment
60,Male,Sensitive,Curly,2000,Pigmentation,3.5,Keratin Therapy
24,Female,Normal,Wavy,1500,Acne,5.0,Deep Cleansing Facial
43,Male,Sensitive,Curly,1000,Aging,3.5,Anti-Aging Facial
48,Female,Normal,Straight,2000,Acne,4.0,Chemical Peel Treatment
41,Female,Dry,Straight,10000,Pigmentation,4.0,Hydrating Facial
41,Female,Oily,Curly,2000,Dullness,5.0,Chemical Peel Treatment
54,Female,Combination,Coily,10000,Acne,5.0,Vitamin C Glow Facial
21,Female,Sensitive,Wavy,5000,Hair Fall,4.5,Advanced Hair Spa
21,Female,Dry,Wavy,1500,Dullness,4.5,Hydrating Facial
50,Female,Normal,Thinning,1500,Frizz,4.0,Scalp Treatment
49,Female,Normal,Wavy,1000,Frizz,4.0,Hair Spa
33,Female,Sensitive,Straight,2000,Pigmentation,4.0,Scalp Treatment
21,Male,Normal,Straight,500,Acne,5.0,Deep Cleansing Facial
18,Female,Sensitive,Straight,10000,Frizz,3.0,Keratin Therapy
45,Female,Oily,Curly,1000,Dullness,4.5,Deep Cleansing Facial
54,Female,Oily,Straight,2000,Acne,4.5,Chemical Peel Treatment
61,Female,Sensitive,Curly,5000,Dullness,3.0,Keratin Therapy
54,Male,Normal,Curly,5000,Hair Fall,3.5,Advanced Hair Spa
27,Male,Normal,Coily,2000,Pigmentation,5.0,Keratin Therapy
44,Female,Normal,Curly,1500,Dandruff,3.0,Keratin Therapy
64,Female,Normal,Thinning,1000,Dandruff,3.5,Scalp Treatment
52,Female,Oily,Straight,1500,Hair Fall,3.0,Deep Cleansing Facial
53,Female,Sensitive,Wavy,5000,Aging,3.0,Gold Glow Therapy
36,Female,Combination,Coily,1500,Pigmentation,3.5,Keratin Therapy
27,Female,Oily,Coily,10000,Hair Fall,5.0,Chemical Peel Treatment
45,Female,Normal,Thinning,1000,Frizz,4.0,Scalp Treatment
52,Female,Normal,Curly,1000,Hair Fall,3.5,Scalp Treatment
58,Non-binary,Combination,Coily,1000,Pigmentation,3.0,Hair Spa
21,Female,Sensitive,Curly,5000,Acne,4.5,Chemical Peel Treatment
57,Female,Oily,Curly,2000,Aging,3.5,Chemical Peel Treatment
64,Male,Normal,Straight,3000,Hair Fall,4.0,Advanced Hair Spa
49,Female,Combination,Straight,5000,Pigmentation,3.0,De-Tan Treatment
24,Non-binary,Oily,Coily,10000,Pigmentation,4.5,Chemical Peel Treatment
61,Female,Combination,Curly,5000,Dandruff,4.5,Keratin Therapy
62,Female,Oily,Coily,5000,Pigmentation,4.0,Chemical Peel Treatment
38,Male,Combination,Straight,5000,Aging,3.0,Gold Glow Therapy
60,Female,Sensitive,Curly,10000,Dullness,5.0,Keratin Therapy
21,Female,Sensitive,Straight,500,Hair Fall,3.0,Scalp Treatment
64,Male,Combination,Thinning,1500,Dandruff,5.0,Scalp Treatment
46,Female,Sensitive,Straight,10000,Dandruff,3.5,Anti-Dandruff Spa
47,Female,Oily,Curly,5000,Frizz,5.0,Chemical Peel Treatment
59,Female,Dry,Straight,500,Acne,4.5,Deep Cleansing Facial
61,Female,Combination,Straight,1000,Frizz,5.0,Hair Spa
35,Female,Oily,Wavy,2000,Acne,5.0,Chemical Peel Treatment
36,Female,Normal,Curly,5000,Pigmentation,3.0,Keratin Therapy
59,Female,Normal,Thinning,1000,Pigmentation,4.0,Scalp Treatment
33,Male,Normal,Curly,1000,Acne,4.0,Deep Cleansing Facial
20,Female,Sensitive,Thinning,3000,Acne,3.0,Chemical Peel Treatment
45,Male,Normal,Straight,500,Pigmentation,4.5,De-Tan Treatment
48,Female,Dry,Coily,3000,Hair Fall,3.5,Advanced Hair Spa
31,Female,Normal,Curly,1500,Pigmentation,4.0,Keratin Therapy
19,Female,Sensitive,Coily,2000,Dullness,3.5,Keratin Therapy
18,Female,Combination,Straight,500,Dandruff,3.5,Anti-Dandruff Spa
38,Female,Sensitive,Wavy,1500,Acne,4.5,Deep Cleansing Facial
29,Female,Dry,Thinning,5000,Dullness,3.5,Advanced Hair Spa
32,Female,Oily,Straight,500,Frizz,3.0,Deep Cleansing Facial
59,Male,Sensitive,Straight,1500,Aging,3.0,Anti-Aging Facial
52,Female,Sensitive,Thinning,1500,Aging,3.0,Anti-Aging Facial
25,Female,Sensitive,Coily,1000,Dullness,3.5,Hair Spa
18,Female,Combination,Coily,1500,Dullness,5.0,Keratin Therapy
52,Female,Normal,Wavy,500,Aging,5.0,Anti-Aging Facial
45,Female,Sensitive,Straight,1000,Dullness,3.5,Vitamin C Glow Facial
29,Male,Dry,Coily,1500,Hair Fall,5.0,Scalp Treatment
34,Female,Sensitive,Straight,5000,Pigmentation,3.5,Advanced Hair Spa
25,Female,Combination,Wavy,1000,Frizz,5.0,Deep Cleansing Facial
45,Male,Dry,Straight,5000,Dullness,5.0,Hydrating Facial
28,Female,Normal,Straight,3000,Pigmentation,4.5,De-Tan Treatment
61,Female,Oily,Coily,500,Dullness,3.0,Deep Cleansing Facial
31,Female,Combination,Thinning,3000,Acne,5.0,Chemical Peel Treatment
54,Male,Sensitive,Wavy,5000,Frizz,3.0,Keratin Therapy
51,Female,Oily,Curly,1000,Dandruff,5.0,Deep Cleansing Facial
62,Female,Dry,Straight,3000,Dandruff,5.0,Anti-Dandruff Spa
50,Male,Sensitive,Wavy,10000,Pigmentation,4.0,De-Tan Treatment
37,Male,Oily,Thinning,1000,Aging,4.5,Deep Cleansing Facial
21,Female,Dry,Thinning,1500,Pigmentation,3.5,Scalp Treatment
32,Female,Dry,Straight,1500,Acne,4.0,Deep Cleansing Facial
35,Female,Dry,Thinning,5000,Acne,3.0,Chemical Peel Treatment
41,Female,Dry,Straight,5000,Aging,3.0,Gold Glow Therapy
58,Female,Oily,Curly,5000,Frizz,3.5,Chemical Peel Treatment
26,Female,Sensitive,Coily,1500,Dullness,3.5,Keratin Therapy
24,Female,Dry,Straight,10000,Dullness,3.5,Hydrating Facial
44,Female,Oily,Coily,1500,Dandruff,3.5,Hair Spa
40,Male,Normal,Wavy,10000,Dandruff,4.5,Anti-Dandruff Spa
43,Male,Oily,Thinning,3000,Aging,3.5,Chemical Peel Treatment
61,Female,Dry,Thinning,500,Dandruff,3.0,Scalp Treatment
42,Male,Oily,Wavy,3000,Frizz,5.0,Chemical Peel Treatment
19,Female,Normal,Curly,500,Pigmentation,4.5,Hair Spa
27,Female,Dry,Straight,2000,Dandruff,3.0,Anti-Dandruff Spa
41,Female,Combination,Coily,10000,Dandruff,4.5,Keratin Therapy
20,Female,Sensitive,Wavy,500,Pigmentation,5.0,De-Tan Treatment
41,Female,Combination,Thinning,1500,Dullness,4.0,Scalp Treatment
20,Female,Sensitive,Coily,1000,Frizz,4.0,Hair Spa
30,Male,Normal,Coily,1500,Acne,4.0,Deep Cleansing Facial
42,Female,Dry,Wavy,10000,Aging,4.5,Gold Glow Therapy
25,Female,Dry,Curly,1000,Dullness,4.5,Hair Spa
39,Male,Normal,Curly,1500,Frizz,3.5,Keratin Therapy
50,Male,Oily,Thinning,5000,Dandruff,5.0,Chemical Peel Treatment
57,Female,Normal,Coily,1000,Frizz,3.5,Hair Spa
63,Female,Normal,Thinning,5000,Dandruff,4.0,Advanced Hair Spa
53,Female,Dry,Wavy,5000,Hair Fall,4.5,Advanced Hair Spa
29,Male,Oily,Curly,3000,Aging,3.5,Chemical Peel Treatment
30,Male,Oily,Wavy,500,Acne,4.0,Deep Cleansing Facial
51,Female,Oily,Curly,5000,Hair Fall,4.0,Chemical Peel Treatment
64,Female,Normal,Curly,2000,Hair Fall,4.5,Advanced Hair Spa
63,Male,Combination,Curly,1000,Hair Fall,3.5,Scalp Treatment
54,Female,Combination,Coily,2000,Frizz,5.0,Keratin Therapy
42,Non-binary,Oily,Coily,1000,Hair Fall,3.5,Deep Cleansing Facial
39,Female,Oily,Thinning,5000,Acne,5.0,Chemical Peel Treatment
57,Male,Combination,Thinning,500,Dullness,4.0,Scalp Treatment
43,Female,Combination,Curly,3000,Dandruff,4.5,Keratin Therapy
46,Female,Dry,Straight,2000,Dullness,4.0,Hydrating Facial
41,Male,Normal,Straight,1500,Aging,4.5,Anti-Aging Facial
36,Female,Combination,Thinning,3000,Aging,3.5,Gold Glow Therapy
28,Male,Oily,Curly,10000,Hair Fall,4.0,Chemical Peel Treatment
21,Female,Sensitive,Wavy,5000,Dullness,4.5,Vitamin C Glow Facial
61,Male,Oily,Thinning,5000,Frizz,3.0,Chemical Peel Treatment
51,Male,Dry,Wavy,500,Acne,4.0,Deep Cleansing Facial
46,Female,Normal,Curly,1500,Aging,3.5,Anti-Aging Facial
60,Female,Dry,Coily,3000,Dullness,4.5,Keratin Therapy
61,Female,Sensitive,Straight,500,Dandruff,3.5,Anti-Dandruff Spa
28,Male,Oily,Thinning,2000,Dullness,4.0,Chemical Peel Treatment
27,Female,Sensitive,Coily,2000,Aging,5.0,Anti-Aging Facial
61,Female,Dry,Wavy,2000,Acne,3.0,Chemical Peel Treatment
21,Female,Oily,Curly,10000,Aging,4.5,Chemical Peel Treatment
22,Female,Combination,Curly,5000,Pigmentation,3.0,Keratin Therapy
48,Male,Dry,Wavy,500,Hair Fall,3.5,Scalp Treatment
60,Male,Dry,Straight,2000,Acne,5.0,Chemical Peel Treatment
54,Female,Oily,Wavy,10000,Dandruff,5.0,Chemical Peel Treatment
62,Female,Dry,Straight,1000,Acne,3.5,Deep Cleansing Facial
40,Female,Dry,Thinning,10000,Dandruff,3.5,Advanced Hair Spa
19,Female,Dry,Thinning,5000,Frizz,4.5,Advanced Hair Spa
40,Female,Combination,Thinning,1500,Dullness,3.5,Scalp Treatment
27,Female,Sensitive,Wavy,5000,Pigmentation,3.5,De-Tan Treatment
56,Female,Oily,Curly,1500,Dullness,4.5,Deep Cleansing Facial
32,Male,Dry,Wavy,1000,Dandruff,4.5,Anti-Dandruff Spa
40,Non-binary,Sensitive,Coily,500,Acne,5.0,Deep Cleansing Facial
20,Female,Sensitive,Thinning,2000,Dullness,3.0,Advanced Hair Spa
28,Male,Dry,Coily,500,Acne,3.0,Deep Cleansing Facial
27,Female,Combination,Thinning,1000,Pigmentation,5.0,Scalp Treatment
29,Male,Sensitive,Coily,5000,Dullness,4.0,Keratin Therapy
34,Male,Sensitive,Wavy,1500,Dandruff,4.0,Anti-Dandruff Spa
31,Non-binary,Dry,Wavy,1000,Aging,5.0,Scalp Treatment
56,Female,Dry,Curly,3000,Frizz,5.0,Keratin Therapy
60,Non-binary,Dry,Wavy,5000,Hair Fall,4.5,Advanced Hair Spa
29,Male,Normal,Curly,1000,Hair Fall,3.0,Scalp Treatment
33,Male,Sensitive,Wavy,500,Dullness,3.0,Vitamin C Glow Facial
35,Female,Sensitive,Curly,500,Dullness,3.5,De-Tan Treatment
38,Female,Normal,Curly,10000,Acne,5.0,Chemical Peel Treatment
18,Male,Oily,Wavy,10000,Dandruff,3.5,Chemical Peel Treatment
21,Female,Combination,Coily,1000,Pigmentation,4.5,Hair Spa
42,Female,Combination,Coily,500,Hair Fall,4.0,Scalp Treatment
22,Male,Oily,Curly,500,Dandruff,4.0,Deep Cleansing Facial
54,Male,Combination,Curly,2000,Hair Fall,3.0,Advanced Hair Spa
60,Female,Sensitive,Thinning,1000,Pigmentation,4.0,Scalp Treatment
49,Female,Dry,Straight,2000,Dullness,3.0,Hydrating Facial
19,Female,Sensitive,Wavy,5000,Acne,3.0,Chemical Peel Treatment
59,Female,Dry,Straight,1000,Hair Fall,3.0,Scalp Treatment
54,Female,Sensitive,Thinning,2000,Dandruff,5.0,Advanced Hair Spa
47,Female,Normal,Thinning,2000,Aging,3.0,Anti-Aging Facial
49,Male,Dry,Straight,10000,Pigmentation,3.5,Hydrating Facial
59,Female,Oily,Coily,1500,Frizz,5.0,Deep Cleansing Facial
52,Female,Normal,Coily,1500,Aging,3.5,Anti-Aging Facial
61,Female,Combination,Wavy,500,Pigmentation,3.0,De-Tan Treatment
42,Female,Dry,Straight,3000,Frizz,5.0,Keratin Therapy
29,Female,Dry,Straight,1000,Acne,5.0,Deep Cleansing Facial
19,Male,Sensitive,Coily,1500,Hair Fall,5.0,Scalp Treatment
36,Female,Oily,Straight,1000,Dandruff,5.0,Deep Cleansing Facial
37,Female,Sensitive,Coily,2000,Hair Fall,5.0,Advanced Hair Spa
46,Male,Oily,Coily,10000,Aging,4.5,Chemical Peel Treatment
45,Female,Oily,Curly,10000,Hair Fall,3.0,Deep Cleansing Facial
40,Female,Dry,Coily,1000,Acne,5.0,Deep Cleansing Facial
35,Female,Normal,Wavy,2000,Dandruff,3.0,Anti-Dandruff Spa
58,Female,Combination,Wavy,3000,Frizz,4.5,Keratin Therapy
31,Female,Combination,Thinning,2000,Frizz,3.0,Advanced Hair Spa
40,Female,Normal,Wavy,2000,Dandruff,3.5,Anti-Dandruff Spa
33,Non-binary,Combination,Thinning,1500,Pigmentation,5.0,Scalp Treatment
54,Male,Normal,Coily,1500,Hair Fall,4.5,Scalp Treatment
33,Female,Combination,Curly,10000,Hair Fall,3.5,Advanced Hair Spa
34,Male,Combination,Thinning,500,Dandruff,5.0,Scalp Treatment
55,Female,Normal,Wavy,10000,Frizz,4.0,Keratin Therapy
46,Female,Normal,Curly,2000,Hair Fall,3.0,Advanced Hair Spa
61,Male,Normal,Wavy,1000,Aging,3.0,Anti-Aging Facial
50,Female,Normal,Coily,5000,Aging,5.0,Gold Glow Therapy
52,Female,Normal,Thinning,10000,Hair Fall,3.0,Advanced Hair Spa
24,Non-binary,Normal,Coily,1000,Acne,3.5,Deep Cleansing Facial
48,Male,Sensitive,Curly,1500,Dullness,5.0,Keratin Therapy
36,Female,Sensitive,Curly,1500,Dandruff,5.0,Keratin Therapy
26,Female,Oily,Straight,1500,Hair Fall,5.0,Deep Cleansing Facial
37,Female,Oily,Wavy,5000,Pigmentation,3.5,Chemical Peel Treatment
19,Female,Combination,Straight,1000,Dullness,3.0,Vitamin C Glow Facial
47,Female,Sensitive,Curly,3000,Frizz,5.0,Keratin Therapy
39,Female,Sensitive,Straight,3000,Dandruff,3.0,Anti-Dandruff Spa
57,Female,Oily,Curly,5000,Hair Fall,5.0,Chemical Peel Treatment
34,Female,Sensitive,Coily,1000,Acne,3.0,Deep Cleansing Facial
52,Female,Oily,Wavy,1500,Aging,3.5,Deep Cleansing Facial
28,Male,Dry,Straight,10000,Aging,3.5,Gold Glow Therapy
36,Female,Sensitive,Wavy,5000,Acne,3.0,Chemical Peel Treatment
60,Female,Normal,Coily,3000,Frizz,4.5,Keratin Therapy
52,Male,Oily,Thinning,10000,Frizz,4.0,Chemical Peel Treatment
27,Female,Combination,Coily,10000,Pigmentation,3.0,Keratin Therapy
59,Female,Sensitive,Coily,1500,Acne,4.5,Deep Cleansing Facial
20,Female,Combination,Straight,1000,Aging,5.0,Anti-Aging Facial
41,Male,Dry,Wavy,10000,Pigmentation,5.0,Hydrating Facial
45,Female,Dry,Coily,10000,Hair Fall,3.5,Advanced Hair Spa
26,Female,Dry,Thinning,10000,Aging,3.0,Gold Glow Therapy
26,Female,Normal,Straight,1000,Aging,3.0,Anti-Aging Facial
32,Female,Sensitive,Coily,2000,Acne,3.0,Chemical Peel Treatment
45,Male,Combination,Straight,2000,Dullness,4.5,Vitamin C Glow Facial
48,Female,Combination,Curly,1000,Frizz,3.0,Hair Spa
59,Female,Oily,Straight,1000,Aging,5.0,Deep Cleansing Facial
34,Male,Dry,Wavy,500,Aging,4.0,Anti-Aging Facial
26,Female,Normal,Curly,2000,Acne,5.0,Chemical Peel Treatment
19,Female,Dry,Wavy,5000,Dullness,3.5,Hydrating Facial
41,Female,Sensitive,Curly,5000,Pigmentation,4.5,Keratin Therapy
24,Male,Sensitive,Coily,1500,Dullness,4.0,Keratin Therapy
57,Male,Normal,Wavy,1500,Acne,4.5,Deep Cleansing Facial
52,Female,Sensitive,Wavy,10000,Frizz,4.5,Keratin Therapy
39,Female,Oily,Wavy,1000,Hair Fall,5.0,Hydrating Facial
62,Female,Sensitive,Thinning,1500,Frizz,4.0,Scalp Treatment
64,Male,Dry,Coily,1000,Frizz,3.5,Hair Spa
22,Male,Oily,Wavy,500,Acne,3.0,Deep Cleansing Facial
47,Non-binary,Oily,Wavy,5000,Hair Fall,5.0,Chemical Peel Treatment
57,Female,Oily,Coily,10000,Acne,4.5,Chemical Peel Treatment
20,Male,Dry,Thinning,1000,Hair Fall,3.0,Scalp Treatment
57,Female,Combination,Wavy,3000,Hair Fall,3.0,Advanced Hair Spa
29,Female,Sensitive,Coily,5000,Hair Fall,3.5,Advanced Hair Spa
47,Female,Oily,Curly,10000,Hair Fall,3.5,Chemical Peel Treatment
42,Female,Combination,Curly,3000,Frizz,4.5,Keratin Therapy
30,Male,Oily,Thinning,10000,Aging,3.5,Chemical Peel Treatment
36,Female,Oily,Curly,3000,Dullness,5.0,Chemical Peel Treatment
56,Female,Combination,Straight,1500,Dandruff,3.0,Anti-Dandruff Spa
18,Male,Normal,Coily,10000,Pigmentation,4.0,Keratin Therapy
38,Female,Sensitive,Coily,1500,Pigmentation,3.5,Keratin Therapy
58,Female,Dry,Thinning,5000,Hair Fall,4.5,Advanced Hair Spa
29,Female,Sensitive,Coily,1500,Dullness,3.5,Keratin Therapy
40,Female,Oily,Coily,500,Dandruff,4.0,Deep Cleansing Facial
27,Male,Dry,Straight,5000,Hair Fall,5.0,Advanced Hair Spa
28,Female,Combination,Straight,500,Hair Fall,4.5,Scalp Treatment
27,Female,Combination,Thinning,2000,Aging,4.5,Anti-Aging Facial
60,Male,Dry,Coily,1000,Dullness,5.0,Hair Spa
60,Male,Dry,Straight,2000,Dandruff,3.0,Anti-Dandruff Spa
34,Female,Oily,Thinning,1500,Acne,3.5,Deep Cleansing Facial
24,Female,Normal,Straight,500,Hair Fall,5.0,Scalp Treatment
32,Male,Dry,Straight,10000,Frizz,3.0,Keratin Therapy
27,Female,Dry,Straight,1500,Frizz,4.0,Keratin Therapy
25,Male,Normal,Wavy,10000,Dandruff,5.0,Anti-Dandruff Spa
49,Non-binary,Combination,Straight,500,Dullness,5.0,Vitamin C Glow Facial
38,Female,Normal,Straight,2000,Hair Fall,4.0,Advanced Hair Spa
61,Female,Sensitive,Wavy,3000,Pigmentation,4.5,De-Tan Treatment
51,Female,Combination,Thinning,1500,Dullness,4.5,Scalp Treatment
36,Male,Sensitive,Curly,10000,Frizz,3.0,Keratin Therapy
64,Female,Combination,Wavy,500,Pigmentation,3.5,De-Tan Treatment
45,Male,Dry,Straight,1000,Aging,3.0,Anti-Aging Facial
22,Female,Dry,Thinning,1500,Pigmentation,3.5,Scalp Treatment
25,Female,Sensitive,Thinning,3000,Dullness,3.0,Advanced Hair Spa
57,Female,Sensitive,Thinning,3000,Pigmentation,5.0,Advanced Hair Spa
62,Female,Dry,Thinning,5000,Aging,3.0,Gold Glow Therapy
19,Female,Sensitive,Coily,2000,Acne,3.5,Chemical Peel Treatment
21,Female,Dry,Wavy,3000,Hair Fall,3.5,Advanced Hair Spa
30,Male,Oily,Curly,5000,Acne,4.0,Chemical Peel Treatment
35,Female,Normal,Wavy,3000,Frizz,3.0,Keratin Therapy
53,Female,Sensitive,Thinning,1000,Frizz,5.0,Scalp Treatment
21,Female,Sensitive,Thinning,5000,Dandruff,3.5,Advanced Hair Spa
45,Male,Dry,Wavy,10000,Pigmentation,3.5,Hydrating Facial
50,Female,Sensitive,Wavy,1000,Dullness,4.5,Vitamin C Glow Facial
23,Female,Oily,Thinning,10000,Dullness,4.5,Chemical Peel Treatment
47,Female,Sensitive,Thinning,1500,Dullness,3.0,Scalp Treatment
30,Female,Normal,Wavy,1000,Aging,5.0,Anti-Aging Facial
61,Female,Normal,Wavy,1500,Aging,4.5,Anti-Aging Facial
64,Male,Normal,Coily,1500,Frizz,3.0,Keratin Therapy
48,Female,Oily,Straight,2000,Dullness,4.0,Chemical Peel Treatment
28,Female,Normal,Thinning,500,Dullness,4.0,Scalp Treatment
22,Female,Sensitive,Thinning,2000,Dandruff,3.0,Advanced Hair Spa
50,Female,Combination,Thinning,2000,Pigmentation,5.0,Advanced Hair Spa
52,Female,Combination,Coily,1000,Frizz,3.0,Hair Spa
64,Female,Sensitive,Coily,1500,Frizz,4.5,Keratin Therapy
28,Female,Combination,Thinning,10000,Acne,3.5,Chemical Peel Treatment
31,Female,Normal,Thinning,3000,Aging,4.0,Gold Glow Therapy
56,Female,Sensitive,Straight,10000,Dandruff,4.0,Anti-Dandruff Spa
55,Male,Oily,Coily,1500,Frizz,4.5,Deep Cleansing Facial
57,Female,Normal,Curly,500,Dullness,4.5,Hair Spa
43,Female,Normal,Straight,3000,Dullness,5.0,Vitamin C Glow Facial
61,Female,Combination,Thinning,1500,Frizz,5.0,Scalp Treatment
36,Female,Oily,Thinning,1000,Dullness,5.0,Deep Cleansing Facial
37,Female,Sensitive,Wavy,1500,Dullness,4.5,Vitamin C Glow Facial
58,Female,Sensitive,Thinning,3000,Dullness,5.0,Advanced Hair Spa
42,Female,Normal,Thinning,500,Hair Fall,4.0,Scalp Treatment
56,Female,Normal,Coily,500,Hair Fall,3.5,Scalp Treatment
20,Female,Dry,Coily,500,Dandruff,4.5,Hair Spa
56,Male,Oily,Thinning,1000,Hair Fall,5.0,Deep Cleansing Facial
40,Female,Dry,Straight,3000,Pigmentation,5.0,Hydrating Facial
60,Male,Combination,Coily,1500,Frizz,5.0,Keratin Therapy
57,Female,Sensitive,Curly,10000,Dullness,3.0,Keratin Therapy
44,Non-binary,Dry,Straight,1000,Dandruff,4.0,Anti-Dandruff Spa
21,Female,Oily,Curly,5000,Dandruff,4.5,Chemical Peel Treatment
56,Female,Dry,Straight,1500,Dandruff,4.0,Anti-Dandruff Spa
34,Male,Dry,Coily,3000,Frizz,4.0,Keratin Therapy
54,Female,Sensitive,Straight,5000,Acne,5.0,Chemical Peel Treatment
44,Male,Oily,Straight,500,Frizz,3.5,Deep Cleansing Facial
62,Female,Dry,Curly,1500,Hair Fall,4.0,Scalp Treatment
56,Male,Sensitive,Coily,1500,Frizz,4.0,Keratin Therapy
53,Male,Sensitive,Curly,1000,Hair Fall,3.0,Scalp Treatment
26,Female,Combination,Thinning,3000,Dandruff,4.5,Advanced Hair Spa
45,Male,Dry,Wavy,500,Pigmentation,3.0,Hydrating Facial
31,Male,Combination,Coily,10000,Acne,4.0,Chemical Peel Treatment
48,Male,Combination,Thinning,1500,Frizz,4.0,Scalp Treatment
32,Female,Combination,Wavy,500,Dullness,3.5,Vitamin C Glow Facial
38,Female,Oily,Wavy,1500,Hair Fall,4.0,Deep Cleansing Facial
28,Male,Normal,Straight,500,Frizz,3.5,Hair Spa
60,Female,Oily,Straight,5000,Dullness,4.5,Chemical Peel Treatment
58,Female,Sensitive,Coily,1000,Dandruff,4.0,Hair Spa
52,Male,Normal,Curly,3000,Hair Fall,4.0,Advanced Hair Spa
28,Female,Combination,Wavy,5000,Dullness,4.0,Vitamin C Glow Facial
38,Female,Oily,Thinning,1500,Dandruff,4.0,Deep Cleansing Facial
46,Female,Combination,Straight,3000,Dullness,3.0,Vitamin C Glow Facial
56,Female,Sensitive,Coily,1500,Hair Fall,4.5,Scalp Treatment
41,Female,Combination,Wavy,1500,Dandruff,5.0,Anti-Dandruff Spa
64,Female,Sensitive,Straight,1500,Pigmentation,4.0,De-Tan Treatment
54,Female,Combination,Curly,10000,Pigmentation,3.5,Deep Cleansing Facial
49,Female,Oily,Wavy,1000,Acne,5.0,Deep Cleansing Facial
23,Male,Oily,Wavy,1000,Dullness,5.0,Deep Cleansing Facial
29,Female,Oily,Thinning,2000,Pigmentation,5.0,Chemical Peel Treatment
53,Female,Dry,Coily,3000,Dandruff,3.5,Anti-Dandruff Spa
45,Female,Oily,Curly,1000,Acne,4.5,Deep Cleansing Facial
44,Female,Dry,Curly,5000,Aging,4.5,Gold Glow Therapy
50,Female,Normal,Thinning,10000,Acne,4.0,Chemical Peel Treatment
48,Female,Combination,Coily,2000,Acne,4.5,Chemical Peel Treatment
42,Male,Normal,Coily,3000,Acne,4.0,Chemical Peel Treatment
43,Female,Normal,Thinning,1500,Dandruff,4.5,Scalp Treatment
39,Female,Normal,Thinning,3000,Dullness,3.0,Advanced Hair Spa
25,Female,Normal,Thinning,1500,Dandruff,3.5,Scalp Treatment
52,Male,Combination,Wavy,500,Frizz,3.0,Hair Spa
44,Female,Combination,Curly,1000,Frizz,4.0,Hair Spa
50,Male,Combination,Thinning,10000,Dullness,5.0,Advanced Hair Spa
55,Female,Dry,Thinning,1500,Dullness,4.5,Scalp Treatment
63,Female,Normal,Wavy,3000,Frizz,3.0,Keratin Therapy
21,Female,Oily,Coily,5000,Pigmentation,4.5,Chemical Peel Treatment
56,Female,Oily,Wavy,1500,Pigmentation,5.0,Deep Cleansing Facial
56,Male,Sensitive,Straight,2000,Acne,4.0,Chemical Peel Treatment
51,Female,Combination,Curly,10000,Acne,4.0,Chemical Peel Treatment
31,Female,Dry,Thinning,2000,Pigmentation,3.0,Advanced Hair Spa
64,Female,Oily,Wavy,3000,Pigmentation,4.0,Chemical Peel Treatment
52,Female,Oily,Thinning,1000,Pigmentation,4.5,Deep Cleansing Facial
23,Female,Combination,Thinning,500,Dullness,3.0,Scalp Treatment
57,Female,Normal,Wavy,10000,Acne,4.5,Chemical Peel Treatment
21,Female,Dry,Thinning,10000,Dandruff,4.5,Advanced Hair Spa
32,Male,Combination,Straight,5000,Dullness,4.0,Vitamin C Glow Facial
52,Male,Sensitive,Straight,10000,Dullness,4.0,Vitamin C Glow Facial
61,Female,Oily,Straight,3000,Aging,5.0,Chemical Peel Treatment
33,Non-binary,Normal,Wavy,10000,Pigmentation,4.5,De-Tan Treatment
59,Male,Combination,Straight,1000,Frizz,4.5,Hair Spa
62,Female,Normal,Straight,10000,Pigmentation,3.0,Anti-Aging Facial
21,Male,Combination,Wavy,5000,Dandruff,3.5,Anti-Dandruff Spa
39,Male,Normal,Coily,1000,Dandruff,4.5,Hair Spa
46,Female,Combination,Thinning,5000,Pigmentation,4.5,Advanced Hair Spa
31,Female,Normal,Straight,5000,Acne,4.0,Chemical Peel Treatment
45,Female,Combination,Coily,5000,Aging,3.0,Gold Glow Therapy
42,Male,Dry,Thinning,2000,Pigmentation,3.5,Advanced Hair Spa
25,Female,Combination,Wavy,2000,Frizz,5.0,Keratin Therapy
50,Male,Sensitive,Coily,1000,Dandruff,3.0,Hair Spa
52,Female,Sensitive,Coily,500,Hair Fall,3.5,Scalp Treatment
51,Female,Combination,Curly,500,Dullness,4.5,Hair Spa
